순위,아티스트,곡명,앨범
"['1', 'Butter', '방탄소년단', 'Butter']","['2', 'Peaches (Feat. Daniel Caesar & Giveon)', 'Justin Bieber', 'Justice']","['3', 'Dun Dun Dance', '오마이걸 (OH MY GIRL)', 'Dear OHMYGIRL']","['4', ""롤린 (Rollin')"", '브레이브걸스', ""Rollin'""]","['5', '헤픈 우연', '헤이즈 (Heize)', 'HAPPEN']","['6', '라일락', '아이유', ""IU 5th Album 'LILAC'""]","['7', 'Next Level', 'aespa', 'Next Level']","['8', '상상더하기', 'MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)', 'MSG워너비 TOP 8 경연곡']","['9', '운전만해 (We Ride)', '브레이브걸스', 'We Ride']","['10', 'Celebrity', '아이유', ""IU 5th Album 'LILAC'""]","['11', 'Dynamite', '방탄소년단', 'Dynamite (DayTime Version)']","['12', 'Timeless', 'SG 워너비', 'Sg Wanna Be+']","['13', '상상더하기', '라붐 (LABOUM)', 'Fresh Adventure']","['14', 'ASAP', 'STAYC(스테이씨)', 'STAYDOM']","['15', '마.피.아. In the morning', 'ITZY (있지)', 'GUESS WHO']","['16', '라라라', 'SG 워너비', 'My Friend']","['17', '내 손을 잡아', '아이유', '최고의 사랑 OST Part.4']","['18', '내사람', 'SG 워너비', 'The Precious History']","['19', '밝게 빛나는 별이 되어 비춰줄게', '송이한', '밝게 빛나는 별이 되어 비춰줄게']","['20', '멜로디', 'ASH ISLAND', '멜로디']","['21', '사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)', '호미들', '사이렌 Remix']","['22', '체념', '정상동기 (김정수, 정기석, 이동휘, 이상이)', 'MSG워너비 TOP 8 경연곡']","['23', 'LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)', '양요섭', 'LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)']","['24', 'Coin', '아이유', ""IU 5th Album 'LILAC'""]","['25', '밤하늘의 별을(2020)', '경서', '밤하늘의 별을(2020)']","['26', 'On The Ground', '로제 (ROSÉ)', 'R']","['27', 'Savage Love (Laxed - Siren Beat) (BTS Remix)', 'Jawsh 685', 'Savage Love (Laxed - Siren Beat) [BTS Remix]']","['28', '잠이 오질 않네요', '장범준', '잠이 오질 않네요']","['29', '만약에', 'M.O.M (별루지, 강창모, 박재정, 원슈타인)', 'MSG워너비 TOP 8 경연곡']","['30', 'Lovesick Girls', 'BLACKPINK', 'THE ALBUM']","['31', '취기를 빌려 (취향저격 그녀 X 산들)', '산들', '취기를 빌려 (취향저격 그녀 X 산들)']","['32', 'Blueming', '아이유', 'Love poem']","['33', '에잇(Prod.&Feat. SUGA of BTS)', '아이유', '에잇']","['34', '그냥 안아달란 말야', '다비치', '그냥 안아달란 말야']","['35', '작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)', '방탄소년단', 'MAP OF THE SOUL : PERSONA']","['36', '어푸 (Ah puh)', '아이유', ""IU 5th Album 'LILAC'""]","['37', 'VVS (Feat. JUSTHIS) (Prod. GroovyRoom)', '미란이 (Mirani)', '쇼미더머니 9 Episode 1']","['38', '봄날', '방탄소년단', 'YOU NEVER WALK ALONE']","['39', '나랑 같이 걸을래 (바른연애 길잡이 X 적재)', '적재', '나랑 같이 걸을래 (바른연애 길잡이 X 적재)']","['40', 'Life Goes On', '방탄소년단', 'BE']","['41', 'Dolphin', '오마이걸 (OH MY GIRL)', 'NONSTOP']","['42', '12:45 (Stripped)', 'Etham', '12:45 (Stripped)']","['43', '살다가', 'SG 워너비', '살다가']","['44', '추억은 만남보다 이별에 남아', '정동하', '추억은 만남보다 이별에 남아']","['45', '어떻게 이별까지 사랑하겠어, 널 사랑하는 거지', 'AKMU (악동뮤지션)', '항해']","['46', '그날에 나는 맘이 편했을까', '이예준', '그날에 나는 맘이 편했을까']","['47', '흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야', '장범준', '멜로가 체질 OST Part 3']","['48', '이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)', '10CM', '이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)']","['49', '오래된 노래', '스탠딩 에그', '오래된 노래']","['50', 'METEOR', '창모 (CHANGMO)', 'Boyhood']","['51', '2002', 'Anne-Marie', 'Speak Your Mind (Deluxe)']","['52', '모든 날, 모든 순간 (Every day, Every Moment)', '폴킴', ""'키스 먼저 할까요?' OST Part.3""]","['53', '살짝 설렜어 (Nonstop)', '오마이걸 (OH MY GIRL)', 'NONSTOP']","['54', '처음처럼 (Feat. 개리)', '헤이즈 (Heize)', 'HAPPEN']","['55', '맛 (Hot Sauce)', 'NCT DREAM', '맛 (Hot Sauce) - The 1st Album']","['56', '너의 번호를 누르고 (Prod. 영화처럼)', '#안녕', '너의 번호를 누르고']","['57', '힘든 건 사랑이 아니다', '임창정', '힘든 건 사랑이 아니다']","['58', '아로하', '조정석', '슬기로운 의사생활 OST Part 3']","['59', 'Off My Face', 'Justin Bieber', 'Justice']","['60', '사실 나는 (Feat.전건호)', '경서예지', '사실 나는']","['61', '어떻게 지내 (Prod. By VAN.C)', '오반 (OVAN)', '어떻게 지내']","['62', '오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)', '마크툽 (MAKTUB)', 'Red Moon : To You My Light']","['63', '이렇게 좋아해 본 적이 없어요', 'CHEEZE (치즈)', '이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈))']","['64', '너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)', '케이시 (Kassy)', '너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)']","['65', 'Memories', 'Maroon 5', 'Memories']","['66', '늦은 밤 너의 집 앞 골목길에서', '노을', '늦은 밤 너의 집 앞 골목길에서']","['67', 'How You Like That', 'BLACKPINK', 'How You Like That']","['68', '서울의 잠 못 이루는 밤 (Feat. 이수현)', '10CM', '5.2 (Feat. 이수현)']","['69', '아이와 나의 바다', '아이유', ""IU 5th Album 'LILAC'""]","['70', '이제 나만 믿어요', '임영웅', '내일은 미스터트롯 우승자 특전곡']","['71', '봄 안녕 봄', '아이유', ""IU 5th Album 'LILAC'""]","['72', 'Dance Monkey', 'Tones And I', 'The Kids Are Coming']","['73', '마음을 드려요', '아이유', '사랑의 불시착 OST Part 11']","['74', '감기 (Feat. 창모)', '헤이즈 (Heize)', 'HAPPEN']","['75', '기다릴게', '하동균', '기다릴게']","['76', '고백 (바른연애 길잡이 X 허각)', '허각', '고백 (바른연애 길잡이 X 허각)']","['77', '내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)', '규현 (KYUHYUN)', '내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)']","['78', 'I Love U', '성시경', '성시경 8th Album [ㅅ (시옷)]']","['79', 'Love poem', '아이유', 'Love poem']","['80', 'When We Disco (Duet with 선미)', '박진영', 'When We Disco']","['81', '너를 만나', '폴킴', '너를 만나']","['82', '함께 했는데 이별은 나 혼자인 거야', '소정 (레이디스 코드)', '함께 했는데 이별은 나 혼자인 거야']","['83', 'Paris In The Rain', 'Lauv', 'I met you when I was 18. (the playlist)']","['84', '시작', '가호 (Gaho)', '이태원 클라쓰 OST Part.2']","['85', '우린 어쩌다 헤어진 걸까', '허각', 'Hello']","['86', '우리 왜 헤어져야 해', '신예영', '우리 왜 헤어져야 해']","['87', 'Flu', '아이유', ""IU 5th Album 'LILAC'""]","['88', 'If You Love Me (Feat. 주헌 (몬스타엑스))', 'NS 윤지', 'If You Love Me (Feat. 주헌 (몬스타엑스))']","['89', ""Don't Start Now"", 'Dua Lipa', 'Future Nostalgia']","['90', '거짓말이라도 해서 널 보고싶어', '백지영', '거짓말이라도 해서 널 보고싶어']","['91', 'Maniac', 'Conan Gray', 'Maniac']","['92', '내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))', '릴보이 (lIlBOI)', '쇼미더머니 9 Episode 3']","['93', '혼술하고 싶은 밤', '벤', '혼술하고 싶은 밤']","['94', '고래 (Dive Into You)', 'NCT DREAM', '맛 (Hot Sauce) - The 1st Album']","['95', '죄와벌', 'SG 워너비', '살다가']","['96', 'Downtown Baby', '블루 (BLOO)', 'Downtown Baby']","['97', '서면역에서', '순순희', '서면역에서']","['98', '안녕', '폴킴', '호텔 델루나 OST Part.10']","['99', '되풀이', '임창정', '펜트하우스2 OST Part.1']","['100', '마음이 다쳐서(2021)', '송하예', '마음이 다쳐서(2021)']"
